bodyPart,equipment,gifUrl,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
waist,body weight,https://v2.exercisedb.io/image/3b2BO3ZGUeFfxR,0282,decline sit-up,abs,hip flexors,lower back,Lie on a decline bench with your feet secured and your knees bent.,Place your hands behind your head or across your chest.,"Engage your abs and lift your upper body off the bench, curling forward towards your knees.","Pause for a moment at the top, then slowly lower your upper body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
chest,dumbbell,https://v2.exercisedb.io/image/PiU8CWwRaHZaK6,1274,deep push up,pectorals,triceps,shoulders,Start in a high plank position with your hands slightly wider than shoulder-width apart and your body in a straight line.,"Lower your chest towards the ground by bending your elbows, keeping them close to your body.",Push through your palms to extend your arms and return to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,,,
upper arms,body weight,https://v2.exercisedb.io/image/AOSTCBxYaWvT7e,0283,diamond push-up,triceps,chest,shoulders,"Start in a high plank position with your hands close together, forming a diamond shape with your thumbs and index fingers.","Keep your body in a straight line from head to toe, engaging your core and glutes.","Lower your chest towards the diamond shape formed by your hands, keeping your elbows close to your body.","Pause for a moment at the bottom, then push yourself back up to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
lower legs,body weight,https://v2.exercisedb.io/image/HFehgkir2Mgdls,0284,donkey calf raise,calves,hamstrings,glutes,"Stand with your toes on an elevated surface, such as a step or block.","Place your hands on a stable support, such as a wall or railing, for balance.","Raise your heels as high as possible, lifting your body weight onto the balls of your feet.","Pause for a moment at the top, then slowly lower your heels back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
chest,body weight,https://v2.exercisedb.io/image/cjdp4nY3uVyZKb,1275,drop push up,pectorals,triceps,shoulders,Start in a high plank position with your hands slightly wider than shoulder-width apart.,"Lower your chest towards the ground, keeping your elbows close to your body.","Once your chest is just above the ground, quickly drop your knees to the ground.",Push yourself back up to the starting position by extending your arms.,Repeat for the desired number of repetitions.,,,,,,,,,,
upper arms,dumbbell,https://v2.exercisedb.io/image/RleXe0fg7FEdLb,0285,dumbbell alternate biceps curl,biceps,forearms,,"Stand up straight with a dumbbell in each hand, palms facing forward and arms fully extended.","Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.",Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level.,Hold the contracted position for a brief pause as you squeeze your biceps.,Inhale and slowly begin to lower the dumbbells back to the starting position.,"Repeat for the desired number of repetitions, alternating arms.",,,,,,,,,
upper arms,dumbbell,https://v2.exercisedb.io/image/g8p4FC9y9XWqTF,2403,dumbbell alternate biceps curl (with arm blaster),biceps,forearms,,"Stand up straight with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward.","Place the arm blaster on your upper arms, ensuring a secure fit.","Keeping your upper arms stationary, exhale and curl one dumbbell up towards your shoulder while contracting your biceps.",Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level.,Hold the contracted position for a brief pause as you squeeze your biceps.,Inhale and slowly lower the dumbbell back to the starting position.,,Repeat the movement with the opposite arm.,Continue alternating arms for the desired number of repetitions.,,,,,,
upper arms,dumbbell,https://v2.exercisedb.io/image/L13klQWLah4qoM,1646,dumbbell alternate hammer preacher curl,biceps,forearms,,"Sit on a preacher bench with a dumbbell in each hand, palms facing your torso and arms fully extended.",Keep your upper arms stationary and exhale as you curl the weights while contracting your biceps.,Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level.,Hold the contracted position for a brief pause as you squeeze your biceps.,Inhale and slowly begin to lower the dumbbells back to the starting position.,Repeat for the recommended amount of repetitions.,,,,,,,,,
upper arms,dumbbell,https://v2.exercisedb.io/image/uL5sEYXcBMbACA,1647,dumbbell alternate preacher curl,biceps,forearms,,"Sit on a preacher bench with a dumbbell in each hand, palms facing up.","Rest your upper arms on the pad of the preacher bench, allowing your arms to fully extend.","Keeping your upper arms stationary, exhale and curl the dumbbell in your right hand as you contract your biceps.",Continue to curl the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level.,"Pause for a moment, then inhale and slowly lower the dumbbell back to the starting position.",Repeat the movement with your left arm.,,Continue alternating arms for the desired number of repetitions.,,,,,,,
upper arms,dumbbell,https://v2.exercisedb.io/image/9oEjvLUQlcRKdq,1648,dumbbell alternate seated hammer curl,biceps,forearms,,"Sit on a bench with a dumbbell in each hand, palms facing your torso and arms extended down.",Keep your back straight and your elbows close to your torso.,"Exhale and curl the dumbbell in your right hand towards your shoulder, keeping your upper arm stationary.",Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level.,"Pause for a brief moment, then inhale and slowly lower the dumbbell back to the starting position.",Repeat the movement with your left arm.,,Continue alternating arms for the desired number of repetitions.,,,,,,,
shoulders,dumbbell,https://v2.exercisedb.io/image/kl5D9dwbo7VDOE,0286,dumbbell alternate side press,delts,triceps,core,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height.",Press one dumbbell overhead while keeping the other dumbbell at shoulder height.,Lower the pressed dumbbell back to shoulder height while pressing the other dumbbell overhead.,Continue alternating sides for the desired number of repetitions.,,,,,,,,,,,
upper arms,dumbbell,https://v2.exercisedb.io/image/hBudDHywKU7bS7,1649,dumbbell alternating bicep curl with leg raised on exercise ball,biceps,forearms,shoulders,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward.","Place an exercise ball behind you and position one foot on top of it, keeping your balance.","With your arms fully extended and elbows close to your sides, curl one dumbbell towards your shoulder while keeping your upper arm stationary.",Lower the dumbbell back down to the starting position and repeat with the other arm.,Continue alternating arms for the desired number of repetitions.,,,,,,,,,,
upper arms,dumbbell,https://v2.exercisedb.io/image/3ukoyJ0JlS4H0y,1650,dumbbell alternating seated bicep curl on exercise ball,biceps,forearms,,Sit on an exercise ball with your feet flat on the ground and your back straight.,Hold a dumbbell in each hand with your palms facing forward and your arms fully extended.,"Keeping your upper arms stationary, exhale and curl one dumbbell while rotating your forearm until your palm is facing your shoulder.",Inhale and slowly lower the dumbbell back to the starting position.,Repeat the curl with the other arm.,Continue alternating curls for the desired number of repetitions.,,,,,,,,,
shoulders,dumbbell,https://v2.exercisedb.io/image/p48M3SWw0YAQ9P,2137,dumbbell arnold press,delts,triceps,upper chest,"Sit on a bench with back support and hold a dumbbell in each hand at shoulder level, palms facing your body and elbows bent.",Press the dumbbells upward until your arms are fully extended and your palms are facing forward.,"Rotate your wrists as you lift, so that your palms are facing forward at the top of the movement.","Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
shoulders,dumbbell,https://v2.exercisedb.io/image/8u8iJQPRHxZC2R,0287,dumbbell arnold press v. 2,delts,triceps,upper chest,"Sit on a bench with back support and hold a dumbbell in each hand at shoulder level, palms facing your body and elbows bent.",Press the dumbbells upward until your arms are fully extended and your palms are facing forward.,"Rotate your wrists as you lift, so that your palms end up facing forward at the top of the movement.","Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
